Started log on 2024-09-04 20:06:44Thermocouple,mV	ThermistorV,V	ThermistorR,Ω	Flux,W/m²	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	

Started log on 2024-09-04 20:24:35
Thermocouple,mV	ThermistorV,V	ThermistorR,Ω	Flux,W/m²	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	
0.000000	0.000000	0.000000	1665.781494	

Started log on 2024-09-04
Timestamp		Thermocouple,mV	ThermistorV,V	ThermistorR,Ω	Flux,W/m²	
20:25:45	0.000000	0.000000	0.000000	1665.781494	
20:25:46	0.000000	0.000000	0.000000	1665.781494	
20:25:47	0.000000	0.000000	0.000000	1665.781494	
20:25:48	0.000000	0.000000	0.000000	1665.781494	
20:25:49	0.000000	0.000000	0.000000	1665.781494	
20:25:50	0.000000	0.000000	0.000000	1665.781494	
20:25:51	0.000000	0.000000	0.000000	1665.781494	
20:25:52	0.000000	0.000000	0.000000	1665.781494	
20:25:53	0.000000	0.000000	0.000000	1665.781494	
20:25:54	0.000000	0.000000	0.000000	1665.781494	
20:25:55	0.000000	0.000000	0.000000	1665.781494	
20:25:56	0.000000	0.000000	0.000000	1665.781494	
20:25:57	0.000000	0.000000	0.000000	1665.781494	
20:25:58	0.000000	0.000000	0.000000	1665.781494	
20:25:59	0.000000	0.000000	0.000000	1665.781494	
20:26:00	0.000000	0.000000	0.000000	1665.781494	
20:26:01	0.000000	0.000000	0.000000	1665.781494	
20:26:02	0.000000	0.000000	0.000000	1665.781494	
20:26:03	0.000000	0.000000	0.000000	1665.781494	
20:26:04	0.000000	0.000000	0.000000	1665.781494	
20:26:05	0.000000	0.000000	0.000000	1665.781494	
20:26:06	0.000000	0.000000	0.000000	1665.781494	
20:26:07	0.000000	0.000000	0.000000	1665.781494	

Started log on 2024-09-04
Timestamp	Thermocouple,mV	ThermistorV,V	ThermistorR,Ω	Flux,W/m²	
20:27:07	0.000000	0.000000	0.000000	1665.781494	
Started log on 2024-09-04
Timestamp	Thermocouple,mV	ThermistorV,V	ThermistorR,Ω	Flux,W/m²	
20:27:44	0.000000	0.000000	0.000000	1665.781494	
20:27:45	0.000000	0.000000	0.000000	1665.781494	
20:27:46	0.000000	0.000000	0.000000	1665.781494	
20:27:47	0.000000	0.000000	0.000000	1665.781494	
20:27:48	0.000000	0.000000	0.000000	1665.781494	
20:27:49	0.000000	0.000000	0.000000	1665.781494	
20:27:50	0.000000	0.000000	0.000000	1665.781494	
20:27:51	0.000000	0.000000	0.000000	1665.781494	
20:27:52	0.000000	0.000000	0.000000	1665.781494	
20:27:53	0.000000	0.000000	0.000000	1665.781494	
20:27:54	0.000000	0.000000	0.000000	1665.781494	
20:27:55	0.000000	0.000000	0.000000	1665.781494	
20:27:56	0.000000	0.000000	0.000000	1665.781494	
20:27:57	0.000000	0.000000	0.000000	1665.781494	
20:27:58	0.000000	0.000000	0.000000	1665.781494	
20:27:59	0.000000	0.000000	0.000000	1665.781494	
20:28:00	0.000000	0.000000	0.000000	1665.781494	
20:28:01	0.000000	0.000000	0.000000	1665.781494	
20:28:02	0.000000	0.000000	0.000000	1665.781494	
20:28:03	0.000000	0.000000	0.000000	1665.781494	
20:28:04	0.000000	0.000000	0.000000	1665.781494	
20:28:05	0.000000	0.000000	0.000000	1665.781494	


Started log on 2024-09-04
Timestamp	Thermocouple,mV	ThermistorV,V	ThermistorR,Ω	Flux,W/m²	
20:30:30	0.000	0.000	0.000	1665.781	
20:30:31	0.000	0.000	0.000	1665.781	
20:30:32	0.000	0.000	0.000	1665.781	
20:30:33	0.000	0.000	0.000	1665.781	
20:30:34	0.000	0.000	0.000	1665.781	
20:30:35	0.000	0.000	0.000	1665.781	
20:30:36	0.000	0.000	0.000	1665.781	
20:30:37	0.000	0.000	0.000	1665.781	
20:30:38	0.000	0.000	0.000	1665.781	
20:30:39	0.000	0.000	0.000	1665.781	
20:30:40	0.000	0.000	0.000	1665.781	
20:30:41	0.000	0.000	0.000	1665.781	
20:30:42	0.000	0.000	0.000	1665.781	
20:30:43	0.000	0.000	0.000	1665.781	
20:30:44	0.000	0.000	0.000	1665.781	
20:30:45	0.000	0.000	0.000	1665.781	
20:30:46	0.000	0.000	0.000	1665.781	
20:30:47	0.000	0.000	0.000	1665.781	
20:30:48	0.000	0.000	0.000	1665.781	
20:30:49	0.000	0.000	0.000	1665.781	
20:30:50	0.000	0.000	0.000	1665.781	
20:30:51	0.000	0.000	0.000	1665.781	
20:30:52	0.000	0.000	0.000	1665.781	

